year,district,winner,cost,firm2,firm3,firm4,firm5,firm6,number_bidders,cartel_wins,cartel_year
86,44784,BEATRICE,0.1167,,,,,,1,1,1
87,44784,MEYER,0.121,BORDEN,LOUIS TRAUTH,MEADOW GOLD,,,4,0,1
88,44784,MEYER,,,,,,,0,0,1
80,44495,BROOKFIELD DAIRY,0.12,,,,,,1,0,1
81,44495,BROOKFIELD DAIRY,0.1349,SUPERIOR,,,,,2,0,1
82,44495,SUPERIOR,0.129,BROOKFIELD DAIRY,,,,,2,0,1
83,44495,SUPERIOR,0.133,BROOKFIELD DAIRY,,,,,2,0,0
84,44495,SUPERIOR,0.1306,BROOKFIELD DAIRY,,,,,2,0,1
85,44495,SUPERIOR,0.1224,DEAN,,,,,2,0,1
86,44495,SUPERIOR,0.1155,DEAN,,,,,2,0,1
87,44495,SUPERIOR,0.115,DEAN,,,,,2,0,1
88,44495,DEAN,0.1202,,,,,,1,0,1
89,44495,DEAN,0.1319,,,,,,1,0,0
90,44495,DEAN,0.1501,,,,,,1,0,1
80,44388,HILLSIDE,0.119,SMITH,,,,,2,0,1
81,44388,SMITH,0.124,HILLSIDE,,,,,2,0,1
82,44388,SMITH,0.1242,HILLSIDE,SUPERIOR,,,,3,0,1
83,44388,SMITH,0.126,SUPERIOR,,,,,2,0,0
84,44388,SMITH,0.1385,SUPERIOR,,,,,2,0,1
85,44388,SMITH,0.132,SUPERIOR,,,,,2,0,1
86,44388,SMITH,0.132,HILLSIDE,SUPERIOR,,,,3,0,1
87,44388,SMITH,0.1363,,,,,,1,0,1
88,44388,SMITH,0.1364,HILLSIDE,OBERLIN FARMS,,,,3,0,1
89,44388,SMITH,0.1424,HILLSIDE,REITER,,,,3,0,0
90,44388,SMITH,,,,,,,0,0,1
80,45104,LOCKIE-LEE,0.129,,,,,,1,0,1
81,45104,DAIRYMENS,0.125,EUCLID-RACE,HILLSIDE,,,,3,0,1
82,45104,DAIRYMENS,0.122,EUCLID-RACE,HILLSIDE,,,,3,0,1
83,45104,DAIRYMENS,0.128,HILLSIDE,,,,,2,0,0
85,45104,DAIRYMENS,0.128,HILLSIDE,SMITH,,,,3,0,1
86,45104,DAIRYMENS,0.128,,,,,,1,0,1
89,45104,DAIRYMENS,0.1362,,,,,,1,0,0
90,45104,DAIRYMENS,0.1573,,,,,,1,0,1
80,45096,TOFT DAIRY,0.1044,,,,,,1,0,1
81,45096,TOFT DAIRY,0.108,,,,,,1,0,1
83,45096,TOFT DAIRY,0.1075,MEADOW GOLD,,,,,2,0,0
84,45096,MEADOW GOLD,0.122,,,,,,1,1,1
85,45096,TOFT DAIRY,0.11,,,,,,1,0,1
86,45096,MEADOW GOLD,0.111,SMITH,TOFT DAIRY,,,,3,1,1
87,45096,TOFT DAIRY,0.1093,MEADOW GOLD,SMITH,,,,3,0,1
88,45096,TOFT DAIRY,0.1168,SMITH,,,,,2,0,1
89,45096,TOFT DAIRY,0.1258,SMITH,,,,,2,0,0
90,45096,TOFT DAIRY,0.144,SMITH,,,,,2,0,1
84,45120,SMITH,,,,,,,0,0,1
85,45120,SMITH,0.128,,,,,,1,0,1
86,45120,SMITH,0.1338,,,,,,1,0,1
87,45120,SMITH,0.1353,SUPERIOR,,,,,2,0,1
89,45120,SMITH,0.1406,REITER,,,,,2,0,0
90,45120,SMITH,0.1526,,,,,,1,0,1
81,47381,H. MEYER,0.1225,,,,,,1,1,1
82,47381,H. MEYER,0.1225,COORS BROTHERS,,,,,2,1,1
83,47381,H. MEYER,0.1111,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,0
84,47381,COORS BROTHERS,0.1265,H. MEYER,LOUIS TRAUTH,,,,3,1,1
85,47381,COORS BROTHERS,0.141,H. MEYER,LOUIS TRAUTH,,,,3,1,1
86,47381,COORS BROTHERS,,,,,,,0,1,1
87,47381,COORS BROTHERS,,LOUIS TRAUTH,,,,,1,1,1
88,47381,COORS BROTHERS,0.161,LOUIS TRAUTH,,,,,2,1,1
89,47381,LOUIS TRAUTH,0.1224,,,,,,1,1,0
80,44503,SUPERIOR,0.1203,REITER,,,,,2,0,1
81,44503,SUPERIOR,0.1249,REITER,,,,,2,0,1
82,44503,SUPERIOR,0.1261,REITER,,,,,2,0,1
83,44503,SUPERIOR,0.1301,REITER,,,,,2,0,0
84,44503,SUPERIOR,0.1303,REITER,,,,,2,0,1
85,44503,SUPERIOR,0.1314,,,,,,1,0,1
86,44503,SUPERIOR,0.1314,REITER,,,,,2,0,1
87,44503,SUPERIOR,0.1353,REITER,,,,,2,0,1
88,44503,SMITH,0.1374,GOSHEN,REITER,,,,3,0,1
89,44503,SMITH,0.1414,GOSHEN,REITER,,,,3,0,0
90,44503,SMITH,0.1535,REITER,SUPERIOR,,,,3,0,1
80,44644,BEATRICE,0.123,BORDEN,ROYAL CREST,,,,3,1,1
81,44644,MEADOW GOLD,0.1134,BORDEN,ROYAL CREST,,,,3,1,1
82,44644,BEATRICE,0.1133,ROYAL CREST,,,,,2,1,1
83,44644,BEATRICE,0.114,ROYAL CREST,,,,,2,1,0
84,44644,BEATRICE,0.1152,,,,,,1,1,1
85,44644,MEADOW GOLD,0.1145,,,,,,1,1,1
86,44644,MEADOW GOLD,0.1167,,,,,,1,1,1
87,44644,MEADOW GOLD,0.1375,,,,,,1,1,1
88,44644,MEADOW GOLD,0.1375,H. MEYER,,,,,2,1,1
89,44644,MEADOW GOLD,0.1495,,,,,,1,1,0
80,49213,SUPERIOR,0.117,,,,,,1,0,1
81,49213,SUPERIOR,,,,,,,0,0,1
85,49213,SUPERIOR,0.137,REITER,,,,,2,0,1
86,49213,SUPERIOR,0.1317,REITER,,,,,2,0,1
87,49213,SUPERIOR,0.1264,REITER,,,,,2,0,1
88,49213,SUPERIOR,0.1207,REITER,,,,,2,0,1
89,49213,REITER,,,,,,,0,0,0
85,47597,DEFIANCE DAIRY,0.125,,,,,,1,0,1
86,47597,DEFIANCE DAIRY,0.123,,,,,,1,0,1
87,47597,DEFIANCE DAIRY,0.136,,,,,,1,0,1
88,47597,DEFIANCE DAIRY,0.137,,,,,,1,0,1
89,47597,DEFIANCE DAIRY,0.146,,,,,,1,0,0
80,49247,REITER,0.1177,,,,,,1,0,1
81,49247,REITER,0.13,SUPERIOR,,,,,2,0,1
82,49247,REITER,0.132,SUPERIOR,,,,,2,0,1
83,49247,SUPERIOR,0.124,,,,,,1,0,0
85,49247,SUPERIOR,0.1317,HILLSIDE,DEAN,,,,3,0,1
87,49247,SUPERIOR,0.1327,,,,,,1,0,1
88,49247,REITER,0.1371,,,,,,1,0,1
89,49247,REITER,0.1502,,,,,,1,0,0
90,49247,REITER,0.1679,,,,,,1,0,1
80,44461,LAWSON DAIRY,,,,,,,0,0,1
81,44461,BORDEN,,,,,,,0,1,1
82,44461,BORDEN,,,,,,,0,1,1
83,44461,ROYAL CREST,,,,,,,0,0,0
84,44461,CLAXON DISTRIBUT,0.1292,MEADOW GOLD,RATLIFFE DISTRBU,REITER,,,4,0,1
85,44461,CLAXON DISTRIBUT,0.119,RATLIFFE DISTRBU,,,,,2,0,1
86,44461,CLAXON DISTRIBUT,0.119,MEADOW GOLD,RATLIFFE DISTRBU,,,,3,0,1
87,44461,CLAXON DISTRIBUT,0.1348,RATLIFFE DISTRBU,,,,,2,0,1
88,44461,CLAXON DISTRIBUT,,,,,,,0,0,1
89,44461,CLAXON DISTRIBUT,,,,,,,0,0,0
90,44461,CLAXON DISTRIBUT,,,,,,,0,0,1
80,49296,ROYAL CREST,0.1247,,,,,,1,0,1
81,49296,ROYAL CREST,0.1282,,,,,,1,0,1
83,50195,BROOKFIELD DAIRY,0.125,,,,,,1,0,0
84,50195,BROOKFIELD DAIRY,0.1313,BORDEN,,,,,2,0,1
85,50195,DEAN,0.1308,,,,,,1,0,1
86,50195,DEAN,0.128,REITER,,,,,2,0,1
87,50195,SUPERIOR,0.1353,DEAN,,,,,2,0,1
88,50195,DEAN,0.1286,SUPERIOR,,,,,2,0,1
89,50195,DEAN,0.1319,DAIRYMENS,,,,,2,0,0
90,50195,DEAN,0.1439,,,,,,1,0,1
81,49361,MEADOW GOLD,0.119,,,,,,1,1,1
82,49361,MEADOW GOLD,,,,,,,0,1,1
83,49361,MEADOW GOLD,,,,,,,0,1,0
84,49361,MEADOW GOLD,,,,,,,0,1,1
85,49361,MEADOW GOLD,,,,,,,0,1,1
86,49361,MEADOW GOLD,,,,,,,0,1,1
88,49361,MEADOW GOLD,,,,,,,0,1,1
89,49361,MEADOW GOLD,0.138,,,,,,1,1,0
90,49361,BORDEN,0.1543,GROVE DAIRY,,,,,2,1,1
85,50633,ALLEN DAIRY,0.129,ARPS DAIRY,DEFIANCE DAIRY,,,,3,0,1
86,50633,ALLEN DAIRY,0.119,ARPS DAIRY,DEFIANCE DAIRY,MEADOW GOLD,,,4,0,1
90,50633,ALLEN DAIRY,0.153,DEFIANCE DAIRY,ARPS DAIRY,,,,3,0,1
81,49189,HILLSIDE,0.116,,,,,,1,0,1
82,49189,HILLSIDE,0.121,,,,,,1,0,1
83,49189,HILLSIDE,0.125,,,,,,1,0,0
86,49189,REITER,0.1296,,,,,,1,0,1
87,49189,REITER,0.1291,,,,,,1,0,1
88,49189,REITER,0.1207,,,,,,1,0,1
89,49189,REITER,,,,,,,0,0,0
90,49189,REITER,0.1529,48124,48116,,,,3,0,1
86,43679,DEFIANCE DAIRY,0.12,ALLEN DAIRY,,,,,2,0,1
87,43679,DEFIANCE DAIRY,0.122,ALLEN DAIRY,DRIGGS DAIRY,,,,3,0,1
88,43679,DEFIANCE DAIRY,0.132,ALLEN DAIRY,RENZ DAIRY,,,,3,0,1
89,43679,DEFIANCE DAIRY,0.136,ALLEN DAIRY,,,,,2,0,0
80,45856,LOCKIE-LEE,0.129,,,,,,1,0,1
81,45856,LOCKIE-LEE,0.133,,,,,,1,0,1
82,45856,DAIRYMENS,0.135,BROOKFIELD DAIRY,,,,,2,0,1
84,45856,DAIRYMENS,0.135,SMITH,,,,,2,0,1
85,45856,DAIRYMENS,0.128,DEAN,SMITH,,,,3,0,1
86,45856,DAIRYMENS,0.128,DEAN,REITER,SMITH,,,4,0,1
87,45856,DAIRYMENS,0.123,,,,,,1,0,1
88,45856,DAIRYMENS,0.123,DEAN,SMITH,,,,3,0,1
89,45856,DAIRYMENS,0.123,DEAN,SMITH,,,,3,0,0
90,45856,DAIRYMENS,0.153,DEAN,,,,,2,0,1
80,49338,MEADOW GOLD,0.105,,,,,,1,1,1
81,49338,MEADOW GOLD,0.106,,,,,,1,1,1
82,49338,MEADOW GOLD,0.109,,,,,,1,1,1
83,49338,MEADOW GOLD,0.123,,,,,,1,1,0
84,49338,MEADOW GOLD,0.1235,,,,,,1,1,1
85,49338,MEADOW GOLD,0.1241,,,,,,1,1,1
86,49338,MEADOW GOLD,0.1193,,,,,,1,1,1
87,49338,MEADOW GOLD,0.1257,,,,,,1,1,1
88,49338,MEADOW GOLD,0.1211,,,,,,1,1,1
89,49338,MEADOW GOLD,0.147,,,,,,1,1,0
90,49338,BORDEN,0.1553,ARPS DAIRY,REITER,,,,3,1,1
80,43695,MEADOW GOLD,0.1135,SUPERIOR,,,,,2,1,1
81,43695,MEADOW GOLD,0.1165,SUPERIOR,,,,,2,1,1
82,43695,MEADOW GOLD,0.135,SUPERIOR,,,,,2,1,1
83,43695,MEADOW GOLD,0.122,SUPERIOR,,,,,2,1,0
84,43695,SUPERIOR,0.0985,BEATRICE,,,,,2,0,1
85,43695,SUPERIOR,0.1022,BEATRICE,,,,,2,0,1
86,43695,BEATRICE,0.1171,GOSHEN,SUPERIOR,,,,3,1,1
87,43695,BORDEN,0.122,GOSHEN,SUPERIOR,,,,3,1,1
88,43695,BORDEN,0.1347,GOSHEN,,,,,2,1,1
89,43695,BORDEN,0.1495,GOSHEN,,,,,2,1,0
90,43695,BORDEN,0.1439,BROUGHTON,GOSHEN,,,,3,1,1
87,49205,SUPERIOR,0.1354,,,,,,1,0,1
88,49205,DEAN,0.1362,REITER,,,,,2,0,1
89,49205,DEAN,0.1404,REITER,,,,,2,0,0
90,49205,DEAN,0.1501,REITER,,,,,2,0,1
83,46755,SMITH,0.1295,MEADOW GOLD,,,,,2,0,0
84,46755,SMITH,0.133,MEADOW GOLD,,,,,2,0,1
85,46755,SMITH,0.123,MEADOW GOLD,,,,,2,0,1
86,46755,SMITH,0.1265,MEADOW GOLD,,,,,2,0,1
87,46755,SMITH,0.1175,BORDEN,,,,,2,0,1
88,46755,SMITH,0.1384,,,,,,1,0,1
89,46755,SMITH,0.1311,BORDEN,,,,,2,0,0
90,46755,SMITH,0.1441,,,,,,1,0,1
85,45252,MEADOW GOLD,0.13,,,,,,1,1,1
86,45252,MEADOW GOLD,0.1275,,,,,,1,1,1
87,45252,BORDEN,0.122,BROUGHTON,,,,,2,1,1
88,45252,BORDEN,0.1283,BROUGHTON,,,,,2,1,1
89,45252,BROUGHTON,0.1405,BORDEN,,,,,2,0,0
90,45252,BROUGHTON,0.1489,BORDEN,,,,,2,0,1
80,47787,UNITED DAIRY,,,,,,,0,0,1
81,47787,UNITED DAIRY,,,,,,,0,0,1
82,47787,UNITED DAIRY,0.141,,,,,,1,0,1
83,47787,UNITED DAIRY,0.143,,,,,,1,0,0
84,47787,UNITED DAIRY,0.143,,,,,,1,0,1
85,47787,UNITED DAIRY,0.148,,,,,,1,0,1
86,47787,UNITED DAIRY,0.146,,,,,,1,0,1
87,47787,UNITED DAIRY,0.146,,,,,,1,0,1
88,47787,UNITED DAIRY,0.146,,,,,,1,0,1
89,47787,UNITED DAIRY,0.156,TOWN & COUNTRY,,,,,2,0,0
90,47787,UNITED DAIRY,0.161,GOSHEN,TOWN & COUNTRY,,,,3,0,1
80,47258,MEADOW GOLD,0.134,,,,,,1,1,1
81,47258,MEADOW GOLD,0.1151,,,,,,1,1,1
82,47258,BEATRICE,0.1173,,,,,,1,1,1
83,47258,BEATRICE,0.1095,,,,,,1,1,0
84,47985,MAPLE GROVE,0.1419,MEADOW GOLD,,,,,2,0,1
85,47985,MAPLE GROVE,0.1406,MEADOW GOLD,,,,,2,0,1
86,47985,MAPLE GROVE,0.1406,,,,,,1,0,1
87,47985,MAPLE GROVE,0.136,,,,,,1,0,1
88,47985,MAPLE GROVE,0.1455,,,,,,1,0,1
89,47985,MAPLE GROVE,0.1469,REITER,SMITH,,,,3,0,0
90,47985,SMITH,0.1569,MAPLE GROVE,,,,,2,0,1
80,48793,RIVERSIDE DAIRY,0.1229,SMITH,,,,,2,0,1
81,48793,RIVERSIDE DAIRY,0.1125,,,,,,1,0,1
83,48793,RIVERSIDE DAIRY,0.1262,,,,,,1,0,0
84,48793,RIVERSIDE DAIRY,,,,,,,0,0,1
85,48793,RIVERSIDE DAIRY,0.1285,,,,,,1,0,1
86,48793,RIVERSIDE DAIRY,0.1285,,,,,,1,0,1
87,48793,RIVERSIDE DAIRY,0.125,SMITH,,,,,2,0,1
88,48793,RIVERSIDE DAIRY,0.133,,,,,,1,0,1
89,48793,RIVERSIDE DAIRY,0.1422,SMITH,,,,,2,0,0
90,48793,RIVERSIDE DAIRY,0.1598,SMITH,49270,,,,3,0,1
82,49270,WAYNE DAIRY,0.13,ROYAL CREST,,,,,2,0,1
83,49270,WAYNE DAIRY,,ROYAL CREST,,,,,1,0,0
84,49270,WAYNE DAIRY,0.142,LOUIS TRAUTH,MEADOW GOLD,,,,3,0,1
85,49270,WAYNE DAIRY,0.132,,,,,,1,0,1
86,49270,WAYNE DAIRY,0.138,MILLER,,,,,2,0,1
87,49270,WAYNE DAIRY,0.145,,,,,,1,0,1
88,49270,WAYNE DAIRY,0.1584,,,,,,1,0,1
89,49270,WAYNE DAIRY,0.165,,,,,,1,0,0
90,49270,WAYNE DAIRY,0.178,,,,,,1,0,1
80,43661,OBERLIN FARMS,0.118,HILLSIDE,SMITH,,,,3,0,1
81,43661,OBERLIN FARMS,0.13,HILLSIDE,SMITH,,,,3,0,1
82,43661,OBERLIN FARMS,0.128,CONSUN,HILLSIDE,SMITH,,,4,0,1
83,43661,OBERLIN FARMS,0.13,CONSUN,HILLSIDE,SMITH,,,4,0,0
84,43661,CONSUN,0.141,HILLSIDE,OBERLIN FARMS,SMITH,,,4,0,1
85,43661,OBERLIN FARMS,0.13,CONSUN,HILLSIDE,SMITH,,,4,0,1
86,43661,OBERLIN FARMS,0.126,CONSUN,HILLSIDE,SMITH,,,4,0,1
87,43661,OBERLIN FARMS,0.129,CONSUN,SMITH,,,,3,0,1
88,43661,OBERLIN FARMS,0.129,CONSUN,HILLSIDE,SMITH,,,4,0,1
89,43661,OBERLIN FARMS,0.135,CONSUN,REITER,,,,3,0,0
90,43661,OBERLIN FARMS,0.154,CONSUN,HILLSIDE,SMITH,,,4,0,1
80,49833,SUPERIOR,,,,,,,0,0,1
81,49833,SUPERIOR,,,,,,,0,0,1
82,49833,SUPERIOR,,,,,,,0,0,1
83,49833,SUPERIOR,0.1197,GOSHEN,REITER,,,,3,0,0
84,49833,SUPERIOR,0.1303,GOSHEN,REITER,,,,3,0,1
85,49833,SUPERIOR,,GOSHEN,,,,,1,0,1
86,49833,SUPERIOR,,GOSHEN,REITER,,,,2,0,1
87,49833,SUPERIOR,,,,,,,0,0,1
88,49833,REITER,0.1207,GOSHEN,,,,,2,0,1
89,49833,REITER,0.1352,GOSHEN,SMITH,,,,3,0,0
90,49833,REITER,0.1679,GOSHEN,SMITH,SUPERIOR,,,4,0,1
80,46946,MEADOW GOLD,,,,,,,0,1,1
81,46946,MEADOW GOLD,,,,,,,0,1,1
83,46946,MEADOW GOLD,,,,,,,0,1,0
84,46946,MEADOW GOLD,,,,,,,0,1,1
85,46946,MEADOW GOLD,,,,,,,0,1,1
86,46946,MEADOW GOLD,,,,,,,0,1,1
87,46946,UNITED DAIRY,0.124,BORDEN,D.F.B. DISTRIBUT,SMITH,,,4,0,1
88,46946,UNITED DAIRY,0.13,SMITH,,,,,2,0,1
89,46946,UNITED DAIRY,0.1365,,,,,,1,0,0
90,46946,UNITED DAIRY,0.1515,,,,,,1,0,1
80,65680,VALLEY BELL,,,,,,,0,0,1
81,65680,VALLEY BELL,0.145,,,,,,1,0,1
82,65680,VALLEY BELL,,,,,,,0,0,1
83,65680,VALLEY BELL,,,,,,,0,0,0
84,65680,VALLEY BELL,,REITER,,,,,1,0,1
85,65680,VALLEY BELL,,,,,,,0,0,1
86,65680,VALLEY BELL,0.14,,,,,,1,0,1
87,65680,VALLEY BELL,0.1325,,,,,,1,0,1
88,65680,VALLEY BELL,0.13,,,,,,1,0,1
89,65680,VALLEY BELL,,,,,,,0,0,0
90,65680,VALLEY BELL,0.1566,R & J DAIRY,50278,,,,3,0,1
86,44016,TOFT DAIRY,0.1092,,,,,,1,0,1
87,44016,TOFT DAIRY,0.1093,,,,,,1,0,1
88,44016,TOFT DAIRY,0.1168,,,,,,1,0,1
89,44016,SMITH,0.1424,TOFT DAIRY,,,,,2,0,0
81,44214,H. MEYER,0.137,,,,,,1,1,1
82,44214,H. MEYER,0.1398,,,,,,1,1,1
83,44214,MEADOW GOLD,0.1011,,,,,,1,1,0
85,44909,DRIGGS DAIRY,0.105,MCDONALD DAIRY,MEADOW GOLD,,,,3,0,1
86,44909,BEATRICE,0.1015,DRIGGS DAIRY,,,,,2,1,1
88,44909,ALLEN DAIRY,0.127,DRIGGS DAIRY,SMITH,,,,3,0,1
89,44909,ALLEN DAIRY,,,,,,,0,0,0
90,44909,BURGER DAIRY,0.146,ALLEN DAIRY,NEW PARIS CREAME,SMITH,,,4,0,1
80,44222,MEADOW GOLD,0.1176,,,,,,1,1,1
81,44222,MEADOW GOLD,0.121,BABCOCK DAIRY,HEFNER DAIRY,,,,3,1,1
82,44222,MEADOW GOLD,0.12,,,,,,1,1,1
83,44222,MEADOW GOLD,0.12,,,,,,1,1,0
84,44222,MEADOW GOLD,0.1205,,,,,,1,1,1
85,44222,MEADOW GOLD,0.1274,,,,,,1,1,1
86,44222,MEADOW GOLD,0.127,,,,,,1,1,1
87,44222,MEADOW GOLD,0.1325,,,,,,1,1,1
88,44222,MEADOW GOLD,0.1355,ALLEN DAIRY,,,,,2,1,1
89,44222,MEADOW GOLD,0.147,ALLEN DAIRY,,,,,2,1,0
90,44222,HEFNER DAIRY,0.165,,,,,,1,0,1
84,44933,MEADOW GOLD,0.12,,,,,,1,1,1
85,44933,MEADOW GOLD,0.1235,,,,,,1,1,1
86,44933,MEADOW GOLD,0.118,,,,,,1,1,1
87,44933,SMITH,0.1255,,,,,,1,0,1
88,44933,SMITH,0.1292,,,,,,1,0,1
89,44933,SMITH,0.1433,,,,,,1,0,0
90,44933,SMITH,0.1588,,,,,,1,0,1
85,44941,SIDNEY DAIRY,0.13,,,,,,1,0,1
86,44941,MEADOW GOLD,0.151,,,,,,1,1,1
87,44941,MEADOW GOLD,0.145,,,,,,1,1,1
88,44941,MEADOW GOLD,0.145,,,,,,1,1,1
89,44941,MEADOW GOLD,0.149,,,,,,1,1,0
90,44941,REITER,0.1625,LOUIS TRAUTH,SIDNEY DAIRY,,,,3,0,1
80,44230,H. MEYER,0.125,COORS BROTHERS,LOUIS TRAUTH,WILSON,,,4,1,1
81,44230,LOUIS TRAUTH,0.132,BOERGER,COORS BROTHERS,H. MEYER,,,4,1,1
82,44230,LOUIS TRAUTH,0.145,COORS BROTHERS,H. MEYER,,,,3,1,1
83,44230,LOUIS TRAUTH,0.125,H. MEYER,,,,,2,1,0
84,44230,LOUIS TRAUTH,0.142,H. MEYER,,,,,2,1,1
85,44230,LOUIS TRAUTH,0.14,COORS BROTHERS,H. MEYER,,,,3,1,1
86,44230,LOUIS TRAUTH,0.142,COORS BROTHERS,H. MEYER,,,,3,1,1
87,44230,H. MEYER,0.1275,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
88,44230,H. MEYER,,,,,,,0,1,1
89,44230,H. MEYER,,,,,,,0,1,0
90,44230,H. MEYER,0.154,LOUIS TRAUTH,,,,,2,1,1
80,44982,BEATRICE,0.115,OAK FARMS,,,,,2,1,1
81,44982,BEATRICE,0.1254,OAK FARMS,,,,,2,1,1
82,44982,OAK FARMS,0.1195,BEATRICE,SMITH,,,,3,0,1
83,44982,BEATRICE,0.1257,,,,,,1,1,0
84,44982,HEFNER DAIRY,0.135,BEATRICE,,,,,2,0,1
85,44982,BEATRICE,0.1318,HEFNER DAIRY,,,,,2,1,1
86,44982,BEATRICE,0.1318,,,,,,1,1,1
87,44982,MEADOW GOLD,0.135,HEFNER DAIRY,,,,,2,1,1
88,44982,MEADOW GOLD,0.139,HEFNER DAIRY,,,,,2,1,1
89,44982,MEADOW GOLD,0.145,HEFNER DAIRY,,,,,2,1,0
90,44982,HEFNER DAIRY,0.171,PURE SEALED DAIR,,,,,2,0,1
80,44990,WARREN SANITARY,0.11,BROOKFIELD DAIRY,,,,,2,0,1
81,44990,BROOKFIELD DAIRY,0.1247,,,,,,1,0,1
82,44990,BROOKFIELD DAIRY,0.1287,BORDEN,SUPERIOR,,,,3,0,1
83,44990,SUPERIOR,0.1296,BROOKFIELD DAIRY,,,,,2,0,0
84,44990,SUPERIOR,0.129,BORDEN,BROOKFIELD DAIRY,,,,3,0,1
85,44990,SUPERIOR,0.1317,DEAN,,,,,2,0,1
86,44990,SUPERIOR,0.1203,DEAN,,,,,2,0,1
89,44990,DEAN,0.1415,,,,,,1,0,0
90,44990,DEAN,0.1439,,,,,,1,0,1
80,45005,HILLSIDE,0.1345,,,,,,1,0,1
82,45005,HILLSIDE,0.1475,,,,,,1,0,1
83,45005,HILLSIDE,0.145,,,,,,1,0,0
84,45005,HILLSIDE,0.1445,,,,,,1,0,1
85,45005,HILLSIDE,0.146,,,,,,1,0,1
86,45005,HILLSIDE,0.143,,,,,,1,0,1
87,45005,HILLSIDE,0.1464,,,,,,1,0,1
88,45005,HILLSIDE,0.1454,,,,,,1,0,1
80,50161,BROOKFIELD DAIRY,0.1164,SUPERIOR,,,,,2,0,1
81,50161,BROOKFIELD DAIRY,0.129,,,,,,1,0,1
82,50161,BROOKFIELD DAIRY,0.1245,SUPERIOR,,,,,2,0,1
83,50161,BROOKFIELD DAIRY,0.1313,BORDEN,SUPERIOR,,,,3,0,0
84,50161,BROOKFIELD DAIRY,0.1246,BORDEN,SUPERIOR,,,,3,0,1
85,50161,DEAN,0.1229,BORDEN,SUPERIOR,,,,3,0,1
86,50161,DEAN,0.115,BORDEN,SUPERIOR,,,,3,0,1
87,50161,SUPERIOR,0.115,BORDEN,DEAN,,,,3,0,1
88,50161,DEAN,0.1336,BORDEN,,,,,2,0,1
89,50161,DEAN,0.1215,BORDEN,,,,,2,0,0
90,50161,DEAN,0.1399,BORDEN,,,,,2,0,1
80,51045,MEADOW GOLD,,,,,,,0,1,1
81,51045,MEADOW GOLD,,,,,,,0,1,1
82,51045,MEADOW GOLD,,,,,,,0,1,1
83,51045,MEADOW GOLD,,,,,,,0,1,0
84,51045,MEADOW GOLD,,,,,,,0,1,1
85,51045,MEADOW GOLD,0.1243,,,,,,1,1,1
86,51045,MEADOW GOLD,,BROCK,,,,,1,1,1
87,51045,BROCK,0.15,,,,,,1,0,1
81,50518,UNITED DAIRY,0.1325,,,,,,1,0,1
83,50518,UNITED DAIRY,0.1325,,,,,,1,0,0
84,50518,UNITED DAIRY,0.1325,,,,,,1,0,1
85,50518,UNITED DAIRY,0.135,,,,,,1,0,1
86,50518,UNITED DAIRY,0.135,,,,,,1,0,1
87,50518,UNITED DAIRY,0.135,,,,,,1,0,1
89,50518,UNITED DAIRY,0.145,,,,,,1,0,0
90,50518,UNITED DAIRY,0.1575,,,,,,1,0,1
80,47993,DIAMOND HARMONY,0.1195,MEADOW GOLD,,,,,2,0,1
81,47993,DIAMOND HARMONY,0.1195,MEADOW GOLD,,,,,2,0,1
82,47993,ROYAL CREST,,MEADOW GOLD,,,,,1,0,1
84,47993,MEADOW GOLD,0.14,,,,,,1,1,1
85,47993,MEADOW GOLD,0.1375,,,,,,1,1,1
86,47993,MEADOW GOLD,0.1185,MAPLE GROVE,,,,,2,1,1
87,47993,SMITH,0.1383,,,,,,1,0,1
88,47993,SMITH,0.1383,,,,,,1,0,1
89,47993,MAPLE GROVE,0.1469,UNITED DAIRY,SMITH,,,,3,0,0
80,47639,ROYAL CREST,0.1407,CEDAR HILL FARMS,,,,,2,0,1
81,47639,H. MEYER,0.13,COORS BROTHERS,ROYAL CREST,,,,3,1,1
82,47639,ROYAL CREST,0.13,H. MEYER,MEADOW GOLD,,,,3,0,1
83,47639,ROYAL CREST,0.13,,,,,,1,0,0
84,47639,MEADOW GOLD,0.13,,,,,,1,1,1
85,47639,BEATRICE,0.13,,,,,,1,1,1
86,47639,BEATRICE,0.1275,,,,,,1,1,1
87,47639,MEADOW GOLD,0.12,,,,,,1,1,1
88,47639,MEADOW GOLD,0.1375,,,,,,1,1,1
89,47639,LOUIS TRAUTH,0.139,MEADOW GOLD,,,,,2,1,0
90,47639,LOUIS TRAUTH,0.175,,,,,,1,1,1
81,46953,DIAMOND HARMONY,0.124,H. MEYER,MEADOW GOLD,,,,3,0,1
82,46953,MEADOW GOLD,,,,,,,0,1,1
83,46953,MEADOW GOLD,0.126,H. MEYER,REITER,ROYAL CREST,,,4,1,0
84,46953,H. MEYER,0.126,MEADOW GOLD,,,,,2,1,1
85,46953,H. MEYER,0.131,BORDEN,MEADOW GOLD,,,,3,1,1
86,46953,H. MEYER,0.131,LOUIS TRAUTH,MEADOW GOLD,,,,3,1,1
87,46953,H. MEYER,0.13,BORDEN,LOUIS TRAUTH,,,,3,1,1
88,46953,H. MEYER,0.135,LOUIS TRAUTH,,,,,2,1,1
89,46953,H. MEYER,0.137,BORDEN,,,,,2,1,0
