year,district,winner,cost,firm2,firm3,firm4,firm5,firm6,number_bidders,cartel_wins,cartel_year
80,47340,WILSON,0.1205,COORS BROTHERS,H. MEYER,LOUIS TRAUTH,,,4,0,1
81,47340,H. MEYER,0.1107,BOERGER,COORS BROTHERS,LOUIS TRAUTH,ROYAL CREST,,5,1,1
83,47340,H. MEYER,0.0987,COORS BROTHERS,LOUIS TRAUTH,ROYAL CREST,,,4,1,0
84,47340,H. MEYER,0.1175,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
85,47340,H. MEYER,0.1237,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
86,47340,H. MEYER,0.1285,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
87,47340,H. MEYER,0.146,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
88,47340,H. MEYER,0.1475,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
90,47340,LOUIS TRAUTH,0.162,COORS BROTHERS,H. MEYER,,,,3,1,1
80,43919,SUPERIOR,0.1203,,,,,,1,0,1
81,43919,SUPERIOR,0.1249,,,,,,1,0,1
82,43919,SUPERIOR,,,,,,,0,0,1
83,43919,SUPERIOR,0.133,BROOKFIELD DAIRY,,,,,2,0,0
84,43919,SUPERIOR,0.1306,,,,,,1,0,1
85,43919,SUPERIOR,0.1314,,,,,,1,0,1
86,43919,SUPERIOR,0.1314,,,,,,1,0,1
87,43919,SUPERIOR,0.1353,,,,,,1,0,1
88,43919,UNITED DAIRY,0.134,TOWN & COUNTRY,,,,,2,0,1
89,43919,UNITED DAIRY,0.144,,,,,,1,0,0
90,43919,UNITED DAIRY,0.153,,,,,,1,0,1
81,69682,BROUGHTON,,,,,,,0,0,1
82,69682,BROUGHTON,,,,,,,0,0,1
83,69682,LAKELAND,,,,,,,0,0,0
84,69682,LAKELAND,,,,,,,0,0,1
85,69682,BROUGHTON,0.135,BEATRICE,LAKELAND,,,,3,0,1
86,69682,BROUGHTON,0.135,BEATRICE,LAKELAND,,,,3,0,1
87,69682,BROUGHTON,0.135,LAKELAND,,,,,2,0,1
88,69682,BROUGHTON,0.134,LAKELAND,,,,,2,0,1
89,69682,BROUGHTON,0.133,,,,,,1,0,0
90,69682,BROUGHTON,0.1546,BORDEN,,,,,2,0,1
80,49122,SCHMITT DAIRY,,,,,,,0,0,1
81,49122,SCHMITT DAIRY,,,,,,,0,0,1
82,49122,SCHMITT DAIRY,0.1425,,,,,,1,0,1
83,49122,SCHMITT DAIRY,,,,,,,0,0,0
84,49122,SCHMITT DAIRY,,,,,,,0,0,1
85,49122,SCHMITT DAIRY,0.14,,,,,,1,0,1
86,49122,SCHMITT DAIRY,,,,,,,0,0,1
87,49122,SCHMITT DAIRY,,,,,,,0,0,1
88,49122,R & J DAIRY,0.137,,,,,,1,0,1
89,49122,R & J DAIRY,0.154,,,,,,1,0,0
90,49122,R & J DAIRY,0.194,,,,,,1,0,1
80,50179,BROOKFIELD DAIRY,,,,,,,0,0,1
81,50179,BROOKFIELD DAIRY,,,,,,,0,0,1
82,50179,BROOKFIELD DAIRY,0.129,,,,,,1,0,1
83,50179,BROOKFIELD DAIRY,0.1313,,,,,,1,0,0
84,50179,BROOKFIELD DAIRY,0.1313,BORDEN,,,,,2,0,1
85,50179,DEAN,0.1308,,,,,,1,0,1
86,50179,DEAN,0.128,BORDEN,,,,,2,0,1
87,50179,DEAN,0.1305,BORDEN,,,,,2,0,1
88,50179,DEAN,0.1336,BORDEN,,,,,2,0,1
89,50179,DEAN,0.1621,,,,,,1,0,0
83,50435,H. MEYER,0.1099,LOUIS TRAUTH,ROYAL CREST,,,,3,1,0
84,50435,H. MEYER,0.1345,LOUIS TRAUTH,,,,,2,1,1
85,50435,H. MEYER,0.1334,,,,,,1,1,1
86,50435,H. MEYER,0.1359,,,,,,1,1,1
82,47878,EUCLID-RACE,0.129,,,,,,1,0,1
83,47878,DAIRYMENS,0.129,,,,,,1,0,0
84,47878,DAIRYMENS,0.129,,,,,,1,0,1
85,47878,DAIRYMENS,0.127,,,,,,1,0,1
86,47878,DAIRYMENS,0.127,,,,,,1,0,1
87,47878,DAIRYMENS,0.127,,,,,,1,0,1
88,47878,DAIRYMENS,0.138,,,,,,1,0,1
80,50617,ALLEN DAIRY,0.1145,AUBURN,,,,,2,0,1
81,50617,ALLEN DAIRY,0.1145,AUBURN,,,,,2,0,1
84,50617,ALLEN DAIRY,0.1114,,,,,,1,0,1
85,50617,ALLEN DAIRY,0.129,,,,,,1,0,1
86,50617,ALLEN DAIRY,0.119,,,,,,1,0,1
87,50617,ALLEN DAIRY,,,,,,,0,0,1
89,50617,ALLEN DAIRY,,,,,,,0,0,0
90,50617,ALLEN DAIRY,0.153,,,,,,1,0,1
80,50245,BROOKFIELD DAIRY,0.121,,,,,,1,0,1
81,50245,BROOKFIELD DAIRY,0.1349,,,,,,1,0,1
82,50245,BROOKFIELD DAIRY,0.129,,,,,,1,0,1
83,50245,BROOKFIELD DAIRY,0.125,BORDEN,SUPERIOR,,,,3,0,0
84,50245,BROOKFIELD DAIRY,0.1246,BORDEN,SUPERIOR,,,,3,0,1
85,50245,DEAN,0.1239,BORDEN,SUPERIOR,,,,3,0,1
86,50245,DEAN,0.13,BORDEN,SUPERIOR,,,,3,0,1
87,50245,DEAN,0.1168,BORDEN,,,,,2,0,1
88,50245,DEAN,0.1336,BORDEN,,,,,2,0,1
89,50245,DEAN,0.1319,BORDEN,,,,,2,0,0
90,50245,BORDEN,0.155,DEAN,,,,,2,1,1
80,50690,DRIGGS DAIRY,0.12,,,,,,1,0,1
81,50690,DRIGGS DAIRY,0.1208,,,,,,1,0,1
82,50690,DRIGGS DAIRY,0.12,,,,,,1,0,1
83,50690,DRIGGS DAIRY,0.121,MEADOW GOLD,,,,,2,0,0
84,50690,DRIGGS DAIRY,0.1155,MEADOW GOLD,,,,,2,0,1
80,48264,DIAMOND HARMONY,0.1265,,,,,,1,0,1
81,48264,DIAMOND HARMONY,0.13,,,,,,1,0,1
82,48264,ROYAL CREST,0.13,,,,,,1,0,1
83,48264,HOWARDS DISTRIBU,0.12,,,,,,1,0,0
84,48264,HOWARDS DISTRIBU,0.139,GARVER DAIRY,,,,,2,0,1
85,48264,GARVER DAIRY,0.147,SIDNEY DAIRY,SMITH,,,,3,0,1
80,51128,HALMS,,,,,,,0,0,1
81,51128,HALMS,,,,,,,0,0,1
82,51128,HALMS,,,,,,,0,0,1
83,51128,HALMS,,,,,,,0,0,0
84,51128,UNITED DAIRY,,,,,,,0,0,1
85,51128,HALMS,,,,,,,0,0,1
86,51128,HALMS,0.138,UNITED DAIRY,,,,,2,0,1
87,51128,UNITED DAIRY,0.138,GOSHEN,,,,,2,0,1
88,51128,UNITED DAIRY,0.138,GOSHEN,,,,,2,0,1
89,51128,UNITED DAIRY,0.148,GOSHEN,,,,,2,0,0
90,51128,UNITED DAIRY,0.158,GOSHEN,,,,,2,0,1
80,45377,ROYAL CREST,0.14,,,,,,1,0,1
81,45377,H. MEYER,0.135,ROYAL CREST,,,,,2,1,1
82,45377,ROYAL CREST,0.131,H. MEYER,,,,,2,0,1
83,45377,ROYAL CREST,0.1319,H. MEYER,LOUIS TRAUTH,,,,3,0,0
84,45377,H. MEYER,0.11,LOUIS TRAUTH,MEADOW GOLD,,,,3,1,1
85,45377,H. MEYER,0.1395,LOUIS TRAUTH,,,,,2,1,1
86,45377,H. MEYER,0.144,BEATRICE,LOUIS TRAUTH,,,,3,1,1
87,45377,H. MEYER,0.144,BORDEN,LOUIS TRAUTH,SMITH,,,4,1,1
88,45377,H. MEYER,0.1475,LOUIS TRAUTH,SMITH,,,,3,1,1
89,45377,LOUIS TRAUTH,0.1325,H. MEYER,,,,,2,1,0
90,45377,H. MEYER,0.163,LOUIS TRAUTH,,,,,2,1,1
80,49171,HILLSIDE,0.1195,,,,,,1,0,1
81,49171,HILLSIDE,0.116,,,,,,1,0,1
85,49171,HILLSIDE,0.131,,,,,,1,0,1
86,49171,HILLSIDE,0.1324,,,,,,1,0,1
87,49171,HILLSIDE,0.1324,,,,,,1,0,1
88,49171,HILLSIDE,0.1356,,,,,,1,0,1
89,49171,REITER,0.1502,,,,,,1,0,0
80,45427,BROOKFIELD DAIRY,0.119,BORDEN,SUPERIOR,,,,3,0,1
81,45427,BORDEN,0.127,BROOKFIELD DAIRY,SUPERIOR,,,,3,1,1
82,45427,BORDEN,0.138,BROOKFIELD DAIRY,SUPERIOR,,,,3,1,1
83,45427,BORDEN,0.1383,BROOKFIELD DAIRY,SUPERIOR,,,,3,1,0
84,45427,BORDEN,0.1291,BROOKFIELD DAIRY,SUPERIOR,,,,3,1,1
85,45427,SUPERIOR,0.1314,BORDEN,DEAN,,,,3,0,1
86,45427,SUPERIOR,0.1288,BORDEN,DEAN,,,,3,0,1
87,45427,SUPERIOR,0.1353,BORDEN,DEAN,,,,3,0,1
88,45427,DEAN,0.1336,BORDEN,,,,,2,0,1
89,45427,DEAN,0.1319,BORDEN,,,,,2,0,0
90,45427,DEAN,0.1439,BORDEN,SUPERIOR,,,,3,0,1
80,45823,SMITH,0.1231,BABCOCK DAIRY,,,,,2,0,1
81,45823,SMITH,0.1266,,,,,,1,0,1
82,45823,SMITH,0.1267,,,,,,1,0,1
83,45823,SMITH,0.1335,,,,,,1,0,0
84,45823,SMITH,0.133,,,,,,1,0,1
85,45823,SMITH,0.132,,,,,,1,0,1
86,45823,SMITH,0.131,,,,,,1,0,1
87,45823,SMITH,0.1363,,,,,,1,0,1
88,45823,SMITH,0.1374,,,,,,1,0,1
89,45823,SMITH,0.1434,,,,,,1,0,0
80,45864,BROOKFIELD DAIRY,,,,,,,0,0,1
81,45864,BROOKFIELD DAIRY,,,,,,,0,0,1
82,45864,BROOKFIELD DAIRY,,,,,,,0,0,1
83,45864,BROOKFIELD DAIRY,,,,,,,0,0,0
84,45864,BROOKFIELD DAIRY,,,,,,,0,0,1
85,45864,DEAN,,,,,,,0,0,1
86,45864,DEAN,,,,,,,0,0,1
87,45864,DEAN,0.1306,,,,,,1,0,1
88,45864,DEAN,0.1404,,,,,,1,0,1
89,45864,DEAN,0.1404,,,,,,1,0,0
90,45864,DAIRYMENS,0.1514,DEAN,SUPERIOR,,,,3,0,1
80,45294,BORDEN,0.13,FLAV O RICH,VALLEY BELL,,,,3,1,1
81,45294,FLAV O RICH,0.12,BORDEN,VALLEY BELL,,,,3,0,1
82,45294,FLAV O RICH,0.125,BORDEN,VALLEY BELL,,,,3,0,1
83,45294,FLAV O RICH,0.13,BORDEN,VALLEY BELL,,,,3,0,0
84,45294,FLAV O RICH,0.13,,,,,,1,0,1
85,45294,FLAV O RICH,0.128,JOHNSONS DAIRY,VALLEY BELL,,,,3,0,1
86,45294,FLAV O RICH,0.13,JOHNSON'S DAIRY,,,,,2,0,1
87,45294,FLAV O RICH,0.1278,JOHNSON'S DAIRY,VALLEY BELL,,,,3,0,1
88,45294,JOHNSON'S DAIRY,0.1395,FLAV O RICH,VALLEY BELL,,,,3,0,1
89,45294,JOHNSON'S DAIRY,0.142,VALLEY BELL,,,,,2,0,0
90,45294,JOHNSON'S DAIRY,0.1599,MODERN FOODS,VALLEY BELL,,,,3,0,1
83,46433,SUPERIOR,0.133,,,,,,1,0,0
84,46433,SUPERIOR,0.1306,,,,,,1,0,1
85,46433,SUPERIOR,0.1314,,,,,,1,0,1
86,46433,SUPERIOR,0.1314,,,,,,1,0,1
87,46433,SUPERIOR,0.1353,,,,,,1,0,1
88,46433,BORDEN,0.137,,,,,,1,1,1
89,46433,DEAN,0.1319,BORDEN,,,,,2,0,0
90,46433,DEAN,0.1501,BORDEN,REITER,SMITH,,,4,0,1
82,48207,DRIGGS DAIRY,0.1185,MEADOW GOLD,,,,,2,0,1
83,48207,DRIGGS DAIRY,,,,,,,0,0,0
80,46011,UNITED DAIRY,0.135,GARVINS JERSEY F,,,,,2,0,1
81,46011,UNITED DAIRY,,,,,,,0,0,1
82,46011,UNITED DAIRY,0.137,LAKELAND,,,,,2,0,1
83,46011,UNITED DAIRY,,LAKELAND,,,,,1,0,0
85,46011,UNITED DAIRY,,,,,,,0,0,1
86,46011,UNITED DAIRY,0.124,LAKELAND,,,,,2,0,1
87,46011,UNITED DAIRY,0.129,LAKELAND,,,,,2,0,1
88,46011,UNITED DAIRY,0.129,LAKELAND,,,,,2,0,1
89,46011,UNITED DAIRY,0.134,LAKELAND,TOWN & COUNTRY,,,,3,0,0
90,46011,UNITED DAIRY,0.152,,,,,,1,0,1
80,46631,KENDALL,0.1297,,,,,,1,0,1
81,46631,KENDALL,0.118,,,,,,1,0,1
82,46631,KENDALL,0.1442,,,,,,1,0,1
83,46631,KENDALL,0.13,,,,,,1,0,0
84,46631,KENDALL,0.1221,,,,,,1,0,1
85,46631,KENDALL,0.1281,,,,,,1,0,1
86,46631,KENDALL,0.1331,,,,,,1,0,1
87,46631,KENDALL,0.1268,,,,,,1,0,1
88,46631,KENDALL,0.1239,,,,,,1,0,1
89,46631,KENDALL,0.1386,,,,,,1,0,0
80,50369,ALLEN DAIRY,0.1215,ALFRED PLEW,JOHN HERMAN,OAK FARMS,SAN-A-PURE DAIRY,,5,0,1
81,50369,BEATRICE,0.1254,ALLEN DAIRY,MEADOW GOLD,OAK FARMS,,,4,1,1
82,50369,ALLEN DAIRY,0.1135,BEATRICE,PURE SEALED DAIR,SMITH,,,4,0,1
83,50369,BEATRICE,0.1256,ALLEN DAIRY,,,,,2,1,0
84,50369,ALLEN DAIRY,0.1135,BEATRICE,,,,,2,0,1
85,50369,ALLEN DAIRY,0.129,,,,,,1,0,1
86,50369,ALLEN DAIRY,0.119,ARPS DAIRY,BEATRICE,,,,3,0,1
87,50369,ALLEN DAIRY,0.129,ARPS DAIRY,MEADOW GOLD,PURE SEALED DAIR,,,4,0,1
88,50369,ALLEN DAIRY,0.1285,,,,,,1,0,1
89,50369,ALLEN DAIRY,0.133,,,,,,1,0,0
90,50369,ALLEN DAIRY,0.154,,,,,,1,0,1
80,46706,SHAWN HOFFMAN,0.118,ARPS DAIRY,,,,,2,0,1
81,46706,DEFIANCE DAIRY,0.127,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
82,46706,DEFIANCE DAIRY,0.127,MEADOW GOLD,,,,,2,0,1
83,46706,DEFIANCE DAIRY,0.127,ARPS DAIRY,MEADOW GOLD,,,,3,0,0
84,46706,DEFIANCE DAIRY,0.125,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
85,46706,DEFIANCE DAIRY,0.125,ALLEN DAIRY,ARPS DAIRY,MEADOW GOLD,,,4,0,1
86,46706,DEFIANCE DAIRY,0.123,ALLEN DAIRY,ARPS DAIRY,MEADOW GOLD,,,4,0,1
87,46706,DEFIANCE DAIRY,0.126,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
88,46706,DEFIANCE DAIRY,0.127,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
89,46706,DEFIANCE DAIRY,0.146,ARPS DAIRY,,,,,2,0,0
90,46706,DEFIANCE DAIRY,0.157,ARPS DAIRY,,,,,2,0,1
80,44438,NAPOLEON CREAMER,,,,,,,0,0,1
81,44438,NAPOLEON CREAMER,,,,,,,0,0,1
83,44438,MEADOW GOLD,0.1292,ARPS DAIRY,BABCOCK DAIRY,,,,3,1,0
84,44438,MEADOW GOLD,0.1293,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
85,44438,ARPS DAIRY,0.135,ALLEN DAIRY,MEADOW GOLD,,,,3,0,1
86,44438,ARPS DAIRY,0.133,ALLEN DAIRY,MEADOW GOLD,,,,3,0,1
87,44438,ARPS DAIRY,0.136,ALLEN DAIRY,MEADOW GOLD,,,,3,0,1
88,44438,ARPS DAIRY,0.136,ALLEN DAIRY,MEADOW GOLD,,,,3,0,1
89,44438,ARPS DAIRY,0.146,ALLEN DAIRY,MEADOW GOLD,,,,3,0,0
90,44438,ARPS DAIRY,0.157,ALLEN DAIRY,,,,,2,0,1
80,45187,MEADOW GOLD,,,,,,,0,1,1
81,45187,MEADOW GOLD,0.1164,OAK FARMS,ROYAL CREST,,,,3,1,1
82,45187,MEADOW GOLD,0.12,OAK FARMS,ROYAL CREST,SMITH,,,4,1,1
83,45187,MEADOW GOLD,0.1277,REITER,ROYAL CREST,,,,3,1,0
84,45187,MEADOW GOLD,0.1293,,,,,,1,1,1
85,45187,MEADOW GOLD,0.1346,,,,,,1,1,1
86,45187,MEADOW GOLD,0.125,,,,,,1,1,1
87,45187,MEADOW GOLD,0.1332,,,,,,1,1,1
88,45187,MEADOW GOLD,0.129,,,,,,1,1,1
89,45187,MEADOW GOLD,0.147,,,,,,1,1,0
90,45187,SMITH,0.1569,BORDEN,REITER,,,,3,0,1
80,45757,MEADOW GOLD,0.1205,BABCOCK DAIRY,,,,,2,1,1
81,45757,MEADOW GOLD,0.126,BABCOCK DAIRY,OAK FARMS,SMITH,,,4,1,1
82,45757,SMITH,0.1139,BABCOCK DAIRY,MEADOW GOLD,,,,3,0,1
83,45757,MEADOW GOLD,0.1277,,,,,,1,1,0
84,45757,MEADOW GOLD,0.1293,HEFNER DAIRY,,,,,2,1,1
85,45757,MEADOW GOLD,0.1346,REITER,,,,,2,1,1
86,45757,MEADOW GOLD,0.133,ALLEN DAIRY,,,,,2,1,1
87,45757,MEADOW GOLD,0.144,,,,,,1,1,1
88,45757,MEADOW GOLD,0.1395,ALLEN DAIRY,,,,,2,1,1
89,45757,MEADOW GOLD,0.147,ALLEN DAIRY,HEFNER DAIRY,,,,3,1,0
90,45757,BORDEN,0.1566,ALLEN DAIRY,HEFNER DAIRY,,,,3,1,1
80,43570,UNITED DAIRY,,GARVINS JERSEY F,TOWN & COUNTRY,,,,2,0,1
81,43570,UNITED DAIRY,,GARVINS JERSEY F,TOWN & COUNTRY,,,,2,0,1
83,43570,UNITED DAIRY,0.143,TOWN & COUNTRY,,,,,2,0,0
84,43570,UNITED DAIRY,0.143,TOWN & COUNTRY,,,,,2,0,1
85,43570,UNITED DAIRY,0.151,TOWN & COUNTRY,,,,,2,0,1
86,43570,UNITED DAIRY,0.146,TOWN & COUNTRY,,,,,2,0,1
87,43570,UNITED DAIRY,0.146,,,,,,1,0,1
88,43570,UNITED DAIRY,0.146,,,,,,1,0,1
89,43570,UNITED DAIRY,0.156,TOWN & COUNTRY,,,,,2,0,0
90,43570,UNITED DAIRY,0.165,TOWN & COUNTRY,,,,,2,0,1
80,48272,MEADOWMAC,0.145,,,,,,1,0,1
81,48272,HOWARDS DISTRIBU,0.148,,,,,,1,0,1
82,48272,HOWARDS DISTRIBU,0.148,,,,,,1,0,1
83,48272,HOWARDS DISTRIBU,0.1302,ROYAL CREST,,,,,2,0,0
84,48272,HOWARDS DISTRIBU,0.139,,,,,,1,0,1
85,48272,HOWARDS DISTRIBU,0.1425,GARVER DAIRY,,,,,2,0,1
86,48272,LOUIS TRAUTH,0.1345,GARVER DAIRY,HOWARDS DISTRIBU,,,,3,1,1
87,48272,LOUIS TRAUTH,0.1345,BORDEN,GARVER DAIRY,,,,3,1,1
88,48272,GARVER DAIRY,0.127,LOUIS TRAUTH,,,,,2,0,1
89,48272,LOUIS TRAUTH,0.1295,GARVER DAIRY,,,,,2,1,0
90,48272,GARVER DAIRY,0.151,,,,,,1,0,1
81,45054,H. MEYER,0.123,MEADOW GOLD,ROYAL CREST,,,,3,1,1
82,45054,H. MEYER,0.128,,,,,,1,1,1
83,45054,H. MEYER,0.128,,,,,,1,1,0
84,45054,H. MEYER,0.118,,,,,,1,1,1
85,45054,H. MEYER,0.1225,,,,,,1,1,1
86,45054,H. MEYER,0.135,BEATRICE,BORDEN,LOUIS TRAUTH,,,4,1,1
87,45054,H. MEYER,0.1225,BORDEN,LOUIS TRAUTH,,,,3,1,1
80,45278,SUPERIOR,0.1164,GOSHEN,,,,,2,0,1
81,45278,SUPERIOR,0.1209,GOSHEN,,,,,2,0,1
82,45278,SUPERIOR,0.125,GOSHEN,,,,,2,0,1
83,45278,SUPERIOR,0.129,GOSHEN,,,,,2,0,0
84,45278,SUPERIOR,0.1035,GOSHEN,,,,,2,0,1
85,45278,SUPERIOR,0.1277,GOSHEN,,,,,2,0,1
86,45278,GOSHEN,0.1222,,,,,,1,0,1
87,45278,GOSHEN,0.1288,,,,,,1,0,1
88,45278,GOSHEN,0.1298,,,,,,1,0,1
89,45278,GOSHEN,0.1388,,,,,,1,0,0
90,45278,GOSHEN,0.1539,,,,,,1,0,1
80,143802,BORDEN,0.1201,DIAMOND HARMONY,MEADOW GOLD,,,,3,1,1
81,143802,BORDEN,0.1074,DIAMOND HARMONY,H. MEYER,MEADOW GOLD,,,4,1,1
82,143802,BORDEN,0.1144,H. MEYER,MEADOW GOLD,REITER,ROYAL CREST,,5,1,1
83,143802,BORDEN,0.123,H. MEYER,LOUIS TRAUTH,MEADOW GOLD,ROYAL CREST,,5,1,0
84,143802,BORDEN,0.1264,H. MEYER,MEADOW GOLD,,,,3,1,1
85,143802,BORDEN,0.125,H. MEYER,LOUIS TRAUTH,MEADOW GOLD,,,4,1,1
86,143802,H. MEYER,0.112,LOUIS TRAUTH,MEADOW GOLD,REITER,,,4,1,1
87,143802,BORDEN,0.128,H. MEYER,LOUIS TRAUTH,REITER,,,4,1,1
88,143802,H. MEYER,0.1122,LOUIS TRAUTH,REITER,,,,3,1,1
89,143802,H. MEYER,0.1226,LOUIS TRAUTH,REITER,,,,3,1,0
90,143802,H. MEYER,0.1436,LOUIS TRAUTH,,,,,2,1,1
80,243786,EUCLID-RACE,,HILLSIDE,OBERLIN FARMS,,,,2,0,1
81,243786,HILLSIDE,,,,,,,0,0,1
82,243786,HILLSIDE,0.117,,,,,,1,0,1
83,243786,HILLSIDE,0.13,OBERLIN FARMS,,,,,2,0,0
84,243786,OBERLIN FARMS,0.132,HILLSIDE,AAV,,,,3,0,1
85,243786,OBERLIN FARMS,0.129,AAV,DEAN,HILLSIDE,,,4,0,1
86,243786,HILLSIDE,0.1184,DEAN,OBERLIN FARMS,,,,3,0,1
87,243786,DEAN,0.117,HILLSIDE,OBERLIN FARMS,,,,3,0,1
88,243786,DEAN,0.13,HILLSIDE,OBERLIN FARMS,,,,3,0,1
89,243786,OBERLIN FARMS,0.1415,DEAN,,,,,2,0,0
80,243802,BORDEN,0.1204,DIAMOND HARMONY,MEADOW GOLD,,,,3,1,1
81,243802,BORDEN,0.1145,DIAMOND HARMONY,H. MEYER,MEADOW GOLD,,,4,1,1
82,243802,BORDEN,0.1144,H. MEYER,MEADOW GOLD,REITER,ROYAL CREST,,5,1,1
83,243802,BORDEN,0.123,H. MEYER,MEADOW GOLD,,,,3,1,0
84,243802,BORDEN,0.1264,H. MEYER,MEADOW GOLD,,,,3,1,1
85,243802,BORDEN,0.125,H. MEYER,LOUIS TRAUTH,MEADOW GOLD,,,4,1,1
86,243802,H. MEYER,0.112,LOUIS TRAUTH,MEADOW GOLD,REITER,,,4,1,1
87,243802,BORDEN,0.128,H. MEYER,LOUIS TRAUTH,REITER,,,4,1,1
88,243802,H. MEYER,0.1122,LOUIS TRAUTH,REITER,,,,3,1,1
89,243802,H. MEYER,0.1226,LOUIS TRAUTH,REITER,,,,3,1,0
90,243802,H. MEYER,0.1436,LOUIS TRAUTH,,,,,2,1,1
80,343786,HILLSIDE,0.127,OBERLIN FARMS,,,,,2,0,1
81,343786,HILLSIDE,,,,,,,0,0,1
82,343786,HILLSIDE,0.117,,,,,,1,0,1
83,343786,OBERLIN FARMS,0.129,HILLSIDE,,,,,2,0,0
84,343786,OBERLIN FARMS,0.132,HILLSIDE,AAV,,,,3,0,1
85,343786,OBERLIN FARMS,0.129,AAV,DEAN,HILLSIDE,,,4,0,1
86,343786,HILLSIDE,0.1184,DEAN,OBERLIN FARMS,,,,3,0,1
87,343786,DEAN,0.121,HILLSIDE,OBERLIN FARMS,,,,3,0,1
88,343786,DEAN,0.13,HILLSIDE,OBERLIN FARMS,,,,3,0,1
89,343786,OBERLIN FARMS,0.1415,DEAN,,,,,2,0,0
80,343802,BORDEN,0.1189,DIAMOND HARMONY,MEADOW GOLD,,,,3,1,1
81,343802,BORDEN,0.1074,DIAMOND HARMONY,H. MEYER,MEADOW GOLD,,,4,1,1
82,343802,BORDEN,0.1144,H. MEYER,MEADOW GOLD,REITER,ROYAL CREST,,5,1,1
83,343802,BORDEN,0.123,H. MEYER,MEADOW GOLD,,,,3,1,0
84,343802,BORDEN,0.1264,H. MEYER,MEADOW GOLD,,,,3,1,1
85,343802,BORDEN,0.125,H. MEYER,MEADOW GOLD,,,,3,1,1
86,343802,H. MEYER,0.1095,MEADOW GOLD,REITER,,,,3,1,1
87,343802,BORDEN,0.128,H. MEYER,LOUIS TRAUTH,REITER,,,4,1,1
88,343802,H. MEYER,0.1122,LOUIS TRAUTH,REITER,,,,3,1,1
89,343802,H. MEYER,0.1226,LOUIS TRAUTH,REITER,,,,3,1,0
90,343802,H. MEYER,0.1436,LOUIS TRAUTH,,,,,2,1,1
80,443786,EUCLID-RACE,,HILLSIDE,OBERLIN FARMS,,,,2,0,1
81,443786,HILLSIDE,,,,,,,0,0,1
82,443786,HILLSIDE,0.117,,,,,,1,0,1
83,443786,HILLSIDE,0.13,OBERLIN FARMS,,,,,2,0,0
84,443786,OBERLIN FARMS,,HILLSIDE,AAV,,,,2,0,1
85,443786,OBERLIN FARMS,,AAV,DEAN,HILLSIDE,,,3,0,1
86,443786,HILLSIDE,0.1184,DEAN,OBERLIN FARMS,,,,3,0,1
87,443786,DEAN,0.121,HILLSIDE,OBERLIN FARMS,,,,3,0,1
88,443786,DEAN,0.132,HILLSIDE,OBERLIN FARMS,,,,3,0,1
89,443786,OBERLIN FARMS,,DEAN,,,,,1,0,0
80,443802,BORDEN,0.1211,DIAMOND HARMONY,MEADOW GOLD,,,,3,1,1
81,443802,BORDEN,0.1145,DIAMOND HARMONY,H. MEYER,MEADOW GOLD,,,4,1,1
82,443802,BORDEN,0.1144,H. MEYER,MEADOW GOLD,REITER,ROYAL CREST,,5,1,1
83,443802,BORDEN,0.123,H. MEYER,MEADOW GOLD,ROYAL CREST,,,4,1,0
84,443802,BORDEN,0.1264,H. MEYER,MEADOW GOLD,,,,3,1,1
85,443802,BORDEN,0.125,H. MEYER,MEADOW GOLD,,,,3,1,1
86,443802,H. MEYER,0.1095,MEADOW GOLD,REITER,,,,3,1,1
87,443802,BORDEN,0.128,H. MEYER,LOUIS TRAUTH,REITER,,,4,1,1
88,443802,H. MEYER,0.1122,BORDEN,LOUIS TRAUTH,REITER,,,4,1,1
89,443802,H. MEYER,0.1226,LOUIS TRAUTH,REITER,,,,3,1,0
90,443802,H. MEYER,0.1436,LOUIS TRAUTH,,,,,2,1,1
80,543786,EUCLID-RACE,0.1264,HILLSIDE,OBERLIN FARMS,,,,3,0,1
81,543786,HILLSIDE,,,,,,,0,0,1
82,543786,HILLSIDE,0.117,,,,,,1,0,1
83,543786,HILLSIDE,0.13,OBERLIN FARMS,,,,,2,0,0
84,543786,OBERLIN FARMS,,AAV,,,,,1,0,1
85,543786,OBERLIN FARMS,,AAV,DEAN,HILLSIDE,,,3,0,1
86,543786,HILLSIDE,0.1184,DEAN,OBERLIN FARMS,,,,3,0,1
87,543786,DEAN,0.121,HILLSIDE,OBERLIN FARMS,,,,3,0,1
88,543786,DEAN,0.132,HILLSIDE,OBERLIN FARMS,,,,3,0,1
89,543786,OBERLIN FARMS,,DEAN,,,,,1,0,0
80,44487,GOSHEN,,,,,,,0,0,1
81,44487,GOSHEN,,,,,,,0,0,1
82,44487,GOSHEN,,,,,,,0,0,1
83,44487,GOSHEN,,,,,,,0,0,0
84,44487,GOSHEN,,,,,,,0,0,1
85,44487,GOSHEN,0.1222,,,,,,1,0,1
